date,store_id,sku_id,units_sold,revenue,margin
2024-06-24,3000,50020,7,157.71,45.08
2024-06-24,3000,50310,5,284.95,81.4
2024-06-24,3000,50192,2,106.0,30.28
2024-06-24,3000,50023,10,184.7,52.8
2024-06-24,3000,50463,5,203.15,58.05
2024-06-24,3000,50579,2,126.12,36.04
2024-06-24,3000,50996,7,128.8,36.82
2024-06-24,3000,50417,7,160.02,45.71
2024-06-24,3000,50237,5,129.8,37.1
2024-06-24,3000,50114,7,301.77,86.24
2024-06-24,3000,50446,2,110.76,31.64
2024-06-24,3000,50598,2,139.72,39.92
2024-06-24,3000,50817,10,273.3,78.1
2024-06-24,3000,50305,10,463.3,132.4
2024-06-24,3000,50815,10,616.8,176.2
2024-06-24,3000,50742,5,301.9,86.25
2024-06-24,3000,50720,2,73.16,20.9
2024-06-24,3000,50682,12,353.64,101.04
2024-06-24,3000,50169,5,74.6,21.3
2024-06-24,3000,50280,2,54.94,15.7
2024-06-24,3000,50567,7,370.86,105.98
2024-06-24,3000,50464,5,275.3,78.65
2024-06-24,3000,50455,2,26.94,7.7
2024-06-24,3000,50401,5,149.75,42.8
2024-06-24,3000,50961,7,107.73,30.8
2024-06-24,3000,50066,2,53.28,15.22
2024-06-24,3000,50953,10,414.1,118.3
2024-06-24,3000,50330,7,485.31,138.67
2024-06-24,3000,50322,2,35.72,10.2
2024-06-24,3000,50767,7,366.59,104.72
2024-06-24,3000,50933,5,96.8,27.65
2024-06-24,3000,50748,5,131.25,37.5
2024-06-24,3000,50510,7,57.89,16.52
2024-06-24,3000,50801,10,85.5,24.4
2024-06-24,3000,50722,5,36.95,10.55
2024-06-24,3000,50990,2,42.16,12.04
2024-06-24,3000,50440,15,726.0,207.45
2024-06-24,3000,50326,10,657.4,187.8
2024-06-24,3000,50441,7,235.2,67.2
2024-06-24,3000,50321,10,423.5,121.0
2024-06-24,3000,50249,2,94.72,27.06
2024-06-24,3000,50544,5,320.1,91.45
2024-06-24,3000,50428,10,280.1,80.0
2024-06-24,3000,50660,10,333.5,95.3
2024-06-24,3000,50085,2,75.02,21.44
2024-06-24,3000,50658,7,95.76,27.37
2024-06-24,3000,50959,5,79.8,22.8
2024-06-24,3001,50425,5,221.75,63.35
2024-06-24,3001,50404,7,284.13,81.2
2024-06-24,3001,50930,2,123.62,35.32
2024-06-24,3001,50228,5,64.7,18.5
2024-06-24,3001,50157,5,290.65,83.05
2024-06-24,3001,50770,7,147.91,42.28
2024-06-24,3001,50165,2,137.42,39.26
2024-06-24,3001,50167,2,89.54,25.58
2024-06-24,3001,50277,2,65.82,18.8
2024-06-24,3001,50401,2,59.9,17.12
2024-06-24,3001,50977,2,17.06,4.88
2024-06-24,3001,50031,2,50.48,14.42
2024-06-24,3001,50099,5,87.3,24.95
2024-06-24,3001,50844,2,16.72,4.78
2024-06-24,3001,50317,7,408.59,116.76
2024-06-24,3001,50240,2,124.1,35.46
2024-06-24,3001,50547,5,173.3,49.5
2024-06-24,3001,50861,2,107.54,30.72
2024-06-24,3001,50836,2,44.86,12.82
2024-06-24,3001,50207,5,333.6,95.3
2024-06-24,3001,50702,2,68.38,19.54
2024-06-24,3001,50362,2,54.8,15.66
2024-06-24,3001,50909,2,73.24,20.92
2024-06-24,3001,50083,5,334.75,95.65
2024-06-24,3001,50195,10,539.7,154.2
2024-06-24,3001,50875,2,46.42,13.26
2024-06-24,3001,50233,10,440.9,126.0
2024-06-24,3001,50840,2,109.7,31.34
2024-06-24,3001,50344,5,224.2,64.05
2024-06-24,3001,50498,5,158.75,45.35
2024-06-24,3001,50782,2,131.1,37.46
2024-06-24,3001,50590,2,17.1,4.88
2024-06-24,3001,50707,10,632.2,180.6
2024-06-24,3001,50333,12,790.56,225.84
2024-06-24,3001,50753,7,60.48,17.29
2024-06-24,3001,50722,5,36.95,10.55
2024-06-24,3001,50172,2,82.94,23.7
2024-06-24,3001,50525,2,23.4,6.68
2024-06-24,3001,50437,5,100.05,28.6
2024-06-24,3001,50523,10,251.6,71.9
2024-06-24,3001,50720,5,182.9,52.25
2024-06-24,3001,50011,12,688.32,196.68
2024-06-24,3001,50230,2,79.74,22.78
2024-06-24,3001,50559,5,246.0,70.3
2024-06-24,3001,50016,5,338.6,96.75
2024-06-24,3001,50149,7,270.69,77.35
2024-06-24,3001,50089,7,269.43,77.0
2024-06-24,3001,50334,2,36.32,10.38
2024-06-24,3001,50669,10,328.7,93.9
2024-06-24,3001,50033,2,89.62,25.6
2024-06-24,3001,50359,5,168.35,48.1
2024-06-24,3001,50850,7,96.25,27.51
2024-06-24,3001,50946,5,108.9,31.1
2024-06-24,3001,50728,2,102.22,29.2
2024-06-24,3001,50997,10,431.8,123.4
2024-06-24,3001,50543,10,192.1,54.9
2024-06-24,3001,50365,7,403.55,115.29
2024-06-24,3001,50831,5,245.05,70.0
2024-06-24,3001,50342,15,250.95,71.7
2024-06-24,3001,50138,5,304.65,87.05
2024-06-24,3001,50632,5,304.5,87.0
2024-06-24,3001,50915,7,313.11,89.46
2024-06-24,3001,50306,2,69.14,19.76
2024-06-24,3001,50355,2,66.9,19.12
2024-06-24,3001,50995,5,91.55,26.15
2024-06-24,3001,50818,5,70.2,20.05
2024-06-24,3001,50956,5,302.6,86.45
2024-06-24,3001,50361,12,210.72,60.24
2024-06-24,3001,50201,2,17.0,4.86
2024-06-24,3001,50049,5,151.2,43.2
2024-06-24,3001,50301,12,656.4,187.56
2024-06-24,3001,50682,7,206.29,58.94
2024-06-24,3001,50508,2,88.6,25.32
2024-06-24,3001,50303,5,143.55,41.0
2024-06-24,3001,50499,2,32.28,9.22
2024-06-24,3001,50336,5,225.25,64.35
2024-06-24,3001,50419,2,63.86,18.24
2024-06-24,3001,50743,10,268.9,76.8
2024-06-24,3001,50048,7,355.04,101.43
2024-06-24,3001,50106,7,383.95,109.69
2024-06-24,3001,50501,5,274.8,78.5
2024-06-24,3001,50309,5,200.95,57.4
2024-06-24,3001,50170,7,395.92,113.12
2024-06-24,3001,50975,5,252.3,72.1
2024-06-24,3002,50185,2,57.2,16.34
2024-06-24,3002,50321,2,84.7,24.2
2024-06-24,3002,50975,2,100.92,28.84
2024-06-24,3002,50366,7,325.43,92.96
2024-06-24,3002,50098,5,283.9,81.1
2024-06-24,3002,50779,5,124.25,35.5
2024-06-24,3002,50663,5,96.2,27.5
2024-06-24,3002,50837,7,188.09,53.76
2024-06-24,3002,50234,5,139.95,40.0
2024-06-24,3002,50633,7,278.04,79.45
2024-06-24,3002,50761,2,48.58,13.88
2024-06-24,3002,50043,5,297.65,85.05
2024-06-24,3002,50961,7,107.73,30.8
2024-06-24,3002,50264,2,118.56,33.88
2024-06-24,3002,50248,2,17.3,4.94
2024-06-24,3002,50909,10,366.2,104.6
2024-06-24,3002,50525,2,23.4,6.68
2024-06-24,3002,50553,2,60.26,17.22
2024-06-24,3002,50792,7,266.56,76.16
2024-06-24,3002,50882,5,146.25,41.8
2024-06-24,3002,50187,7,189.07,54.04
2024-06-24,3002,50383,2,81.04,23.16
2024-06-24,3002,50160,2,75.86,21.68
2024-06-24,3002,50803,5,169.05,48.3
2024-06-24,3002,50399,5,37.65,10.75
2024-06-24,3002,50073,5,314.65,89.9
2024-06-24,3002,50010,5,182.5,52.15
2024-06-24,3002,50545,7,52.99,15.12
2024-06-24,3002,50448,7,142.59,40.74
2024-06-24,3002,50121,12,252.36,72.12
2024-06-24,3002,50749,5,325.3,92.95
2024-06-24,3002,50600,7,372.12,106.33
2024-06-24,3002,50609,7,132.51,37.87
2024-06-24,3002,50917,7,481.67,137.62
2024-06-24,3002,50137,7,273.63,78.19
2024-06-24,3002,50011,2,114.72,32.78
2024-06-24,3002,50643,5,165.2,47.2
2024-06-24,3002,50420,7,415.73,118.79
2024-06-24,3002,50258,17,719.95,205.7
2024-06-24,3002,50389,2,84.48,24.14
2024-06-24,3002,50892,2,48.14,13.76
2024-06-24,3002,50249,2,94.72,27.06
2024-06-24,3002,50737,5,210.5,60.15
2024-06-24,3002,50578,5,214.4,61.25
2024-06-24,3002,50362,5,137.0,39.15
2024-06-24,3002,50838,2,27.32,7.8
2024-06-24,3002,50840,2,109.7,31.34
2024-06-24,3002,50373,7,178.64,51.03
2024-06-24,3002,50860,15,188.1,53.7
2024-06-24,3002,50250,7,277.83,79.38
2024-06-24,3002,50667,2,117.62,33.6
2024-06-24,3002,50748,2,52.5,15.0
2024-06-24,3002,50808,2,118.86,33.96
2024-06-24,3002,50093,5,249.55,71.3
2024-06-24,3002,50852,5,151.0,43.15
2024-06-24,3002,50267,10,74.8,21.4
2024-06-24,3002,50215,2,94.9,27.12
2024-06-24,3002,50481,2,113.76,32.5
2024-06-24,3002,50200,10,297.5,85.0
2024-06-24,3002,50753,5,43.2,12.35
2024-06-24,3002,50343,5,292.3,83.5
2024-06-24,3002,50049,12,362.88,103.68
2024-06-24,3002,50241,7,435.54,124.46
2024-06-24,3002,50526,10,619.8,177.1
2024-06-24,3002,50289,7,272.37,77.84
2024-06-24,3002,50900,7,124.67,35.63
2024-06-24,3002,50400,12,682.92,195.12
2024-06-24,3002,50974,7,482.23,137.76
2024-06-24,3002,50227,10,464.7,132.8
2024-06-24,3002,50247,5,340.4,97.25
2024-06-24,3002,50821,10,252.8,72.2
2024-06-24,3002,50880,5,67.05,19.15
2024-06-24,3002,50834,2,111.72,31.92
2024-06-24,3002,50965,2,94.24,26.92
2024-06-24,3002,50614,2,45.06,12.88
2024-06-24,3002,50843,15,624.75,178.5
2024-06-24,3002,50517,5,338.95,96.85
2024-06-24,3002,50359,5,168.35,48.1
2024-06-24,3002,50268,5,344.4,98.4
2024-06-24,3002,50330,10,693.3,198.1
2024-06-24,3002,50752,5,173.6,49.6
2024-06-24,3002,50907,2,116.12,33.18
2024-06-24,3002,50009,2,61.12,17.46
2024-06-24,3002,50045,5,224.35,64.1
2024-06-24,3002,50591,12,163.68,46.8
2024-06-24,3002,50533,2,72.78,20.8
2024-06-24,3002,50365,5,288.25,82.35
2024-06-24,3002,50849,5,56.3,16.1
2024-06-24,3002,50842,12,709.08,202.56
2024-06-24,3002,50434,2,106.26,30.36
2024-06-24,3002,50223,2,88.48,25.28
2024-06-24,3002,50645,10,672.4,192.1
2024-06-24,3002,50071,5,283.7,81.05
2024-06-24,3002,50566,12,743.88,212.52
2024-06-24,3002,50567,5,264.9,75.7
2024-06-24,3002,50306,2,69.14,19.76
2024-06-24,3002,50265,7,460.32,131.53
2024-06-24,3002,50520,7,329.7,94.22
2024-06-24,3002,50445,7,476.28,136.08
2024-06-24,3002,50985,2,72.52,20.72
2024-06-24,3003,50595,3,32.04,9.15
2024-06-24,3003,50263,6,343.08,98.04
2024-06-24,3003,50740,1,27.69,7.91
2024-06-24,3003,50398,1,23.66,6.76
2024-06-24,3003,50917,4,275.24,78.64
2024-06-24,3003,50354,1,67.23,19.21
2024-06-24,3003,50868,3,85.47,24.42
2024-06-24,3003,50239,5,219.45,62.7
2024-06-24,3003,50572,1,23.04,6.58
2024-06-24,3003,50227,2,92.94,26.56
2024-06-24,3003,50042,1,36.78,10.51
2024-06-24,3003,50812,1,17.92,5.12
2024-06-24,3003,50351,2,126.7,36.2
2024-06-24,3003,50536,2,40.48,11.56
2024-06-24,3003,50727,1,57.79,16.51
2024-06-24,3003,50372,2,71.7,20.48
2024-06-24,3003,50861,4,215.08,61.44
2024-06-24,3003,50090,1,7.69,2.2
2024-06-24,3003,50544,1,64.02,18.29
2024-06-24,3003,50291,3,60.72,17.34
2024-06-24,3003,50886,3,156.87,44.82
2024-06-24,3003,50599,3,105.0,30.0
2024-06-24,3003,50749,4,260.24,74.36
2024-06-24,3003,50573,4,143.48,41.0
2024-06-24,3003,50468,3,117.48,33.57
2024-06-24,3003,50884,1,38.79,11.08
2024-06-24,3003,50763,1,60.42,17.26
2024-06-24,3003,50974,4,275.56,78.72
2024-06-24,3003,50007,2,108.86,31.1
2024-06-24,3003,50043,3,178.59,51.03
2024-06-24,3003,50786,3,47.55,13.59
2024-06-24,3003,50317,2,116.74,33.36
2024-06-24,3003,50411,1,7.56,2.16
2024-06-24,3003,50873,2,15.82,4.52
2024-06-24,3003,50837,1,26.87,7.68
2024-06-24,3003,50129,2,123.14,35.18
2024-06-24,3003,50784,1,27.8,7.94
2024-06-24,3003,50375,2,55.5,15.86
2024-06-24,3003,50322,3,53.58,15.3
2024-06-24,3003,50777,1,29.47,8.42
2024-06-24,3003,50959,3,47.88,13.68
2024-06-24,3003,50746,3,164.94,47.13
2024-06-24,3003,50936,2,63.68,18.2
2024-06-24,3003,50477,4,51.08,14.6
2024-06-24,3003,50445,1,68.04,19.44
2024-06-24,3003,50785,1,60.96,17.42
2024-06-24,3003,50127,2,123.9,35.4
2024-06-24,3003,50528,6,183.06,52.32
2024-06-24,3003,50141,3,148.26,42.36
2024-06-24,3003,50840,2,109.7,31.34
2024-06-24,3003,50382,1,53.47,15.28
2024-06-24,3003,50146,2,100.6,28.74
2024-06-24,3003,50365,2,115.3,32.94
2024-06-24,3003,50425,2,88.7,25.34
2024-06-24,3003,50460,2,35.22,10.06
2024-06-24,3003,50001,3,97.98,27.99
2024-06-24,3003,50025,2,131.32,37.52
2024-06-24,3003,50556,4,50.4,14.4
2024-06-24,3003,50077,1,38.96,11.13
2024-06-24,3003,50261,2,80.58,23.02
2024-06-24,3003,50583,2,130.46,37.28
2024-06-24,3003,50834,1,55.86,15.96
2024-06-24,3003,50948,2,94.9,27.12
2024-06-24,3003,50145,1,53.14,15.18
2024-06-24,3003,50413,2,69.78,19.94
2024-06-24,3003,50107,1,66.85,19.1
2024-06-24,3003,50074,5,208.8,59.65
2024-06-24,3003,50762,2,114.96,32.84
2024-06-24,3003,50352,3,189.87,54.24
2024-06-24,3003,50128,3,172.71,49.35
2024-06-24,3003,50534,1,55.73,15.92
2024-06-24,3003,50817,2,54.66,15.62
2024-06-24,3003,50644,3,196.86,56.25
2024-06-24,3003,50087,1,43.89,12.54
2024-06-24,3003,50539,1,69.89,19.97
2024-06-24,3003,50657,1,7.7,2.2
2024-06-24,3003,50041,3,84.3,24.09
2024-06-24,3003,50225,2,50.88,14.54
2024-06-24,3003,50109,2,130.98,37.42
2024-06-24,3003,50620,1,31.51,9.0
2024-06-24,3003,50540,3,32.64,9.33
2024-06-24,3003,50259,4,62.76,17.92
2024-06-24,3003,50002,1,21.6,6.17
2024-06-24,3003,50668,2,107.66,30.76
2024-06-24,3003,50273,3,124.77,35.64
2024-06-24,3003,50977,2,17.06,4.88
2024-06-24,3003,50334,1,18.16,5.19
2024-06-24,3003,50662,2,77.9,22.26
2024-06-24,3003,50601,5,143.1,40.9
2024-06-24,3004,50083,1,66.95,19.13
2024-06-24,3004,50097,1,13.44,3.84
2024-06-24,3004,50869,2,76.02,21.72
2024-06-24,3004,50985,3,108.78,31.08
2024-06-24,3004,50304,2,79.18,22.62
2024-06-24,3004,50363,2,28.5,8.14
2024-06-24,3004,50837,5,134.35,38.4
2024-06-24,3004,50242,1,8.64,2.47
2024-06-24,3004,50680,1,18.83,5.38
2024-06-24,3004,50471,1,27.41,7.83
2024-06-24,3004,50142,1,8.9,2.54
2024-06-24,3004,50149,3,116.01,33.15
2024-06-24,3004,50739,1,31.44,8.98
2024-06-24,3004,50303,2,57.42,16.4
2024-06-24,3004,50737,3,126.3,36.09
2024-06-24,3004,50895,2,112.78,32.22
2024-06-24,3004,50567,2,105.96,30.28
2024-06-24,3004,50784,1,27.8,7.94
2024-06-24,3004,50853,3,30.78,8.79
2024-06-24,3004,50030,1,54.25,15.5
2024-06-24,3004,50469,1,8.93,2.55
2024-06-24,3004,50700,1,45.63,13.04
2024-06-24,3004,50610,1,57.05,16.3
2024-06-24,3004,50409,1,12.21,3.49
2024-06-24,3004,50295,3,165.87,47.4
2024-06-24,3004,50333,2,131.76,37.64
2024-06-24,3004,50240,3,186.15,53.19
2024-06-24,3004,50733,3,174.06,49.74
2024-06-24,3004,50220,2,138.9,39.68
2024-06-24,3004,50482,2,61.96,17.7
2024-06-24,3004,50179,3,81.39,23.25
2024-06-24,3004,50561,1,20.29,5.8
2024-06-24,3004,50292,2,27.46,7.84
2024-06-24,3004,50128,3,172.71,49.35
2024-06-24,3004,50899,3,111.93,31.98
2024-06-24,3004,50961,4,61.56,17.6
2024-06-24,3004,50829,2,121.58,34.74
2024-06-24,3004,50546,1,64.93,18.55
2024-06-24,3004,50865,1,36.86,10.53
2024-06-24,3004,50944,2,124.52,35.58
2024-06-24,3004,50008,1,49.21,14.06
2024-06-24,3004,50987,2,99.54,28.44
2024-06-24,3004,50224,1,26.99,7.71
2024-06-24,3005,50713,1,57.88,16.54
2024-06-24,3005,50356,1,39.07,11.16
2024-06-24,3005,50091,2,15.56,4.44
2024-06-24,3005,50795,2,102.04,29.16
2024-06-24,3005,50742,1,60.38,17.25
2024-06-24,3005,50129,4,246.28,70.36
2024-06-24,3005,50629,1,59.35,16.96
2024-06-24,3005,50681,3,154.47,44.13
2024-06-24,3005,50919,1,15.83,4.52
2024-06-24,3005,50188,2,26.48,7.56
2024-06-24,3005,50605,2,104.24,29.78
2024-06-24,3005,50169,4,59.68,17.04
2024-06-24,3005,50110,3,125.34,35.82
2024-06-24,3005,50205,3,33.3,9.51
2024-06-24,3005,50512,2,133.5,38.14
2024-06-24,3005,50699,3,157.53,45.0
2024-06-24,3005,50328,1,43.43,12.41
2024-06-24,3005,50718,4,78.24,22.36
2024-06-24,3005,50437,2,40.02,11.44
2024-06-24,3005,50616,3,193.32,55.23
2024-06-24,3005,50020,3,67.59,19.32
2024-06-24,3005,50285,2,31.78,9.08
2024-06-24,3005,50790,3,34.2,9.78
2024-06-24,3005,50606,1,52.11,14.89
2024-06-24,3005,50531,2,129.8,37.08
2024-06-24,3005,50822,2,26.32,7.52
2024-06-24,3005,50166,3,96.21,27.48
2024-06-24,3005,50004,4,242.44,69.28
2024-06-24,3005,50581,3,166.29,47.52
2024-06-24,3005,50209,1,24.85,7.1
2024-06-24,3005,50589,1,36.13,10.32
2024-06-24,3005,50111,2,37.78,10.8
2024-06-24,3005,50073,2,125.86,35.96
2024-06-24,3005,50891,3,179.22,51.21
2024-06-24,3005,50592,4,163.76,46.8
2024-06-24,3005,50097,1,13.44,3.84
2024-06-24,3005,50523,3,75.48,21.57
2024-06-24,3005,50753,4,34.56,9.88
2024-06-24,3005,50728,2,102.22,29.2
2024-06-24,3005,50424,1,45.92,13.12
2024-06-24,3005,50844,2,16.72,4.78
2024-06-24,3005,50755,4,92.68,26.48
2024-06-24,3005,50206,2,30.86,8.82
2024-06-24,3005,50902,4,201.88,57.68
2024-06-24,3005,50299,5,141.45,40.4
2024-06-24,3005,50298,1,68.54,19.58
2024-06-24,3005,50478,2,53.04,15.16
2024-06-24,3005,50656,1,14.91,4.26
2024-06-24,3005,50068,1,22.62,6.46
2024-06-24,3005,50651,2,108.38,30.96
2024-06-24,3005,50334,2,36.32,10.38
2024-06-24,3005,50375,2,55.5,15.86
2024-06-24,3005,50537,5,213.5,61.0
2024-06-24,3005,50768,2,111.94,31.98
2024-06-24,3005,50037,3,115.05,32.88
2024-06-24,3005,50302,1,15.39,4.4
2024-06-24,3005,50932,3,55.47,15.84
2024-06-24,3005,50357,1,49.99,14.28
2024-06-24,3005,50487,1,28.28,8.08
2024-06-24,3005,50544,3,192.06,54.87
2024-06-24,3005,50817,5,136.65,39.05
2024-06-24,3005,50944,1,62.26,17.79
2024-06-24,3005,50783,2,25.84,7.38
2024-06-24,3005,50414,2,69.38,19.82
2024-06-24,3005,50730,1,63.45,18.13
2024-06-24,3005,50271,3,58.56,16.74
2024-06-24,3005,50743,3,80.67,23.04
2024-06-24,3005,50093,4,199.64,57.04
2024-06-24,3005,50134,3,208.5,59.58
2024-06-24,3005,50930,1,61.81,17.66
2024-06-24,3005,50144,2,116.4,33.26
2024-06-24,3005,50877,4,218.28,62.36
2024-06-24,3005,50660,2,66.7,19.06
2024-06-24,3005,50058,2,47.44,13.56
2024-06-24,3005,50676,3,65.07,18.6
2024-06-24,3005,50470,1,26.63,7.61
2024-06-24,3005,50031,2,50.48,14.42
2024-06-24,3005,50627,4,165.76,47.36
2024-06-24,3005,50311,1,41.47,11.85
2024-06-24,3005,50062,1,27.96,7.99
2024-06-24,3005,50240,1,62.05,17.73
2024-06-24,3005,50266,2,130.48,37.28
2024-06-24,3005,50546,2,129.86,37.1
2024-06-24,3006,50931,1,30.76,8.79
2024-06-24,3006,50327,3,105.87,30.24
2024-06-24,3006,50892,4,96.28,27.52
2024-06-24,3006,50410,1,50.08,14.31
2024-06-24,3006,50266,1,65.24,18.64
2024-06-24,3006,50250,3,119.07,34.02
2024-06-24,3006,50612,2,102.28,29.22
2024-06-24,3006,50798,5,243.3,69.5
2024-06-24,3006,50713,1,57.88,16.54
2024-06-24,3006,50185,3,85.8,24.51
2024-06-24,3006,50660,4,133.4,38.12
2024-06-24,3006,50708,5,66.65,19.05
2024-06-24,3006,50852,2,60.4,17.26
2024-06-24,3006,50206,3,46.29,13.23
2024-06-24,3006,50379,2,73.58,21.02
2024-06-24,3006,50272,4,36.92,10.56
2024-06-24,3006,50653,2,139.46,39.84
2024-06-24,3006,50351,2,126.7,36.2
2024-06-24,3006,50191,2,83.84,23.96
2024-06-24,3006,50974,3,206.67,59.04
2024-06-24,3006,50012,1,49.92,14.26
2024-06-24,3006,50687,2,68.48,19.56
2024-06-24,3006,50491,2,107.72,30.78
2024-06-24,3006,50867,3,72.66,20.76
2024-06-24,3006,50756,3,41.4,11.82
2024-06-24,3006,50421,2,80.34,22.96
2024-06-24,3006,50496,2,103.18,29.48
2024-06-24,3006,50054,3,112.32,32.1
2024-06-24,3006,50936,4,127.36,36.4
2024-06-24,3007,50447,5,102.25,29.2
2024-06-24,3007,50013,2,119.3,34.08
2024-06-24,3007,50990,3,63.24,18.06
2024-06-24,3007,50518,1,18.45,5.27
2024-06-24,3007,50196,2,95.68,27.34
2024-06-24,3007,50446,2,110.76,31.64
2024-06-24,3007,50169,1,14.92,4.26
2024-06-24,3007,50651,1,54.19,15.48
2024-06-24,3007,50498,3,95.25,27.21
2024-06-24,3007,50668,2,107.66,30.76
2024-06-24,3007,50383,3,121.56,34.74
2024-06-24,3007,50473,2,70.78,20.22
2024-06-24,3007,50350,2,23.38,6.68
2024-06-24,3007,50060,1,30.16,8.62
2024-06-24,3007,50629,4,237.4,67.84
2024-06-24,3007,50247,1,68.08,19.45
2024-06-24,3007,50846,3,92.22,26.34
2024-06-24,3007,50769,3,196.65,56.19
2024-06-24,3007,50572,3,69.12,19.74
2024-06-24,3007,50167,2,89.54,25.58
2024-06-24,3007,50317,4,233.48,66.72
2024-06-24,3007,50127,2,123.9,35.4
2024-06-24,3007,50865,3,110.58,31.59
2024-06-24,3007,50487,1,28.28,8.08
2024-06-24,3007,50132,3,48.48,13.86
2024-06-24,3007,50950,2,98.16,28.04
2024-06-24,3007,50192,3,159.0,45.42
2024-06-24,3007,50255,1,35.36,10.1
2024-06-24,3007,50571,1,56.11,16.03
2024-06-24,3007,50208,2,87.38,24.96
2024-06-24,3007,50105,5,123.7,35.35
2024-06-24,3007,50545,2,15.14,4.32
2024-06-24,3007,50396,5,343.55,98.15
2024-06-24,3007,50126,3,189.51,54.15
2024-06-24,3008,50749,1,65.06,18.59
2024-06-24,3008,50075,3,54.36,15.54
2024-06-24,3008,50450,1,20.03,5.72
2024-06-24,3008,50008,1,49.21,14.06
2024-06-24,3008,50964,1,56.83,16.24
2024-06-24,3008,50921,1,23.32,6.66
2024-06-24,3008,50509,2,129.86,37.1
2024-06-24,3008,50926,1,34.64,9.9
2024-06-24,3008,50837,1,26.87,7.68
2024-06-24,3008,50544,1,64.02,18.29
2024-06-24,3008,50238,1,12.05,3.44
2024-06-24,3009,50982,3,89.22,25.5
2024-06-24,3009,50819,2,78.24,22.36
2024-06-24,3009,50307,1,22.82,6.52
2024-06-24,3009,50925,1,27.44,7.84
2024-06-24,3009,50812,2,35.84,10.24
2024-06-24,3009,50261,1,40.29,11.51
2024-06-24,3009,50305,1,46.33,13.24
2024-06-24,3009,50278,1,29.58,8.45
2024-06-24,3009,50136,1,38.84,11.1
2024-06-24,3009,50424,1,45.92,13.12
2024-06-24,3009,50878,2,67.54,19.3
2024-06-24,3009,50833,1,61.07,17.45
2024-06-24,3009,50591,2,27.28,7.8
2024-06-24,3009,50818,3,42.12,12.03
2024-06-24,3009,50659,1,15.93,4.55
2024-06-24,3009,50392,1,31.21,8.92
2024-06-24,3009,50997,2,86.36,24.68
2024-06-24,3009,50100,1,7.48,2.14
2024-06-24,3009,50270,1,47.98,13.71
2024-06-24,3009,50854,1,45.37,12.96
2024-06-24,3009,50155,3,205.98,58.86
2024-06-24,3009,50771,1,51.98,14.85
2024-06-24,3009,50056,1,27.01,7.72
2024-06-24,3009,50942,1,15.01,4.29
2024-06-24,3009,50272,1,9.23,2.64
2024-06-24,3009,50682,2,58.94,16.84
2024-06-24,3009,50102,2,81.26,23.22
2024-06-24,3009,50786,1,15.85,4.53
2024-06-24,3009,50150,1,40.25,11.5
2024-06-24,3009,50545,1,7.57,2.16
2024-06-24,3009,50133,1,23.0,6.57
2024-06-24,3009,50477,3,38.31,10.95
2024-06-24,3009,50561,1,20.29,5.8
2024-06-24,3009,50547,1,34.66,9.9
2024-06-24,3009,50693,1,64.4,18.4
2024-06-24,3009,50336,3,135.15,38.61
2024-06-24,3009,50537,1,42.7,12.2
2024-06-24,3009,50393,2,89.76,25.64
2024-06-24,3009,50830,3,84.6,24.18
2024-06-24,3009,50877,2,109.14,31.18
2024-06-24,3009,50741,1,24.91,7.12
2024-06-24,3009,50868,1,28.49,8.14
2024-06-24,3009,50983,1,58.93,16.84
2024-06-24,3009,50936,1,31.84,9.1
2024-06-24,3009,50227,1,46.47,13.28
2024-06-24,3009,50120,1,34.75,9.93
2024-06-24,3009,50309,1,40.19,11.48
2024-06-24,3009,50464,4,220.24,62.92
2024-06-24,3009,50442,1,38.18,10.91
2024-06-24,3009,50850,1,13.75,3.93
2024-06-24,3009,50059,1,26.1,7.46
2024-06-24,3009,50342,2,33.46,9.56
2024-06-24,3010,50995,1,18.31,5.23
2024-06-24,3010,50131,1,11.87,3.39
2024-06-24,3010,50816,1,59.23,16.92
2024-06-24,3010,50049,1,30.24,8.64
2024-06-24,3010,50676,2,43.38,12.4
2024-06-24,3010,50355,1,33.45,9.56
2024-06-24,3010,50374,1,31.21,8.92
2024-06-24,3010,50694,2,21.28,6.08
2024-06-24,3010,50438,4,165.08,47.16
2024-06-24,3010,50173,4,70.24,20.08
2024-06-24,3010,50839,4,83.4,23.84
2024-06-24,3010,50282,4,120.08,34.32
2024-06-24,3010,50646,2,19.66,5.62
2024-06-24,3010,50492,1,9.0,2.57
2024-06-24,3010,50219,3,158.46,45.27
2024-06-24,3010,50862,1,32.17,9.19
2024-06-24,3010,50878,3,101.31,28.95
2024-06-24,3010,50155,5,343.3,98.1
2024-06-24,3010,50365,1,57.65,16.47
2024-06-24,3010,50232,2,101.58,29.02
2024-06-24,3010,50105,5,123.7,35.35
2024-06-24,3010,50301,1,54.7,15.63
2024-06-24,3010,50937,2,139.38,39.82
2024-06-24,3010,50397,3,170.64,48.75
2024-06-24,3010,50065,2,53.26,15.22
2024-06-24,3010,50067,3,32.16,9.18
2024-06-24,3010,50362,1,27.4,7.83
2024-06-24,3010,50043,1,59.53,17.01
2024-06-24,3010,50352,1,63.29,18.08
2024-06-24,3010,50351,4,253.4,72.4
2024-06-24,3010,50608,2,88.14,25.18
2024-06-24,3010,50745,1,23.6,6.74
2024-06-24,3010,50359,4,134.68,38.48
2024-06-24,3010,50779,4,99.4,28.4
2024-06-24,3010,50811,2,69.16,19.76
